roomID,room_name,location,link
50346,정왕 허니문,경기 시흥시 정왕동 1738-3,https://www.goodchoice.kr/product/detail?ano=50346
50347,용인 아트인,경기 용인시 처인구 김량장동 129-2,https://www.goodchoice.kr/product/detail?ano=50347
50349,인제 인제호텔,강원 인제군 인제읍 상동리 348-3,https://www.goodchoice.kr/product/detail?ano=50349
50352,동암 필,인천 부평구 십정동 409-20,https://www.goodchoice.kr/product/detail?ano=50352
50355,목동 메종,서울 양천구 신정동 953-1,https://www.goodchoice.kr/product/detail?ano=50355
50356,화곡 샤르망-강서구청,서울 강서구 화곡동 981-13,https://www.goodchoice.kr/product/detail?ano=50356
50357,속초 해담은,강원 고성군 토성면 용촌리 7-1,https://www.goodchoice.kr/product/detail?ano=50357
50369,화곡 앤,서울 강서구 화곡동 921-1,https://www.goodchoice.kr/product/detail?ano=50369
50370,수원 나무,경기 수원시 장안구 연무동 12-12,https://www.goodchoice.kr/product/detail?ano=50370
50373,호텔 엠펠리체,서울 강서구 마곡동 797-10,https://www.goodchoice.kr/product/detail?ano=50373
50374,상상 스파펜션,강원 강릉시 사천면 사천진리 266-5,https://www.goodchoice.kr/product/detail?ano=50374
50375,무주 미알레펜션,전북 무주군 무풍면 삼거리 46-40,https://www.goodchoice.kr/product/detail?ano=50375
50376,월평 W,대전 서구 월평동 249,https://www.goodchoice.kr/product/detail?ano=50376
50377,속초 제임스블루 게스트하우스,강원 속초시 동명동 466-36 　,https://www.goodchoice.kr/product/detail?ano=50377
50378,서울역 원미닛 게스트하우스,서울 중구 남대문로5가 622 　,https://www.goodchoice.kr/product/detail?ano=50378
50380,홍대 유(서교) 여성전용,"서울특별시 마포구 서교동 403-14 5층, 6층",https://www.goodchoice.kr/product/detail?ano=50380
50382,대부도 누리마루펜션,경기 안산시 단원구 대부동동 40-3,https://www.goodchoice.kr/product/detail?ano=50382
50389,가평 리버랜드,경기 가평군 설악면 회곡리 447-4,https://www.goodchoice.kr/product/detail?ano=50389
50392,용인 칼리야,경기 용인시 처인구 삼가동 208-7,https://www.goodchoice.kr/product/detail?ano=50392
50404,신촌 호스텔 가온,서울 마포구 노고산동 31-77 　,https://www.goodchoice.kr/product/detail?ano=50404
50405,호텔 탑스텐,강원 강릉시 옥계면 금진리 92-1,https://www.goodchoice.kr/product/detail?ano=50405
50406,무거 투나잇,울산 남구 무거동 1521-6,https://www.goodchoice.kr/product/detail?ano=50406
50411,홍대 준 게스트하우스,서울특별시 마포구 서교동 335-36 　,https://www.goodchoice.kr/product/detail?ano=50411
50412,제주 도깨비 게스트하우스,제주특별자치도 제주시 조천읍 선흘리 1938-30 　,https://www.goodchoice.kr/product/detail?ano=50412
50415,영덕 리아,경북 영덕군 강구면 강구리 408,https://www.goodchoice.kr/product/detail?ano=50415
50418,춘천 현대-H,강원 춘천시 효자동 685-3,https://www.goodchoice.kr/product/detail?ano=50418
50421,제주 구엄543 펜션,제주특별자치도 제주시 애월읍 구엄리 543,https://www.goodchoice.kr/product/detail?ano=50421
50425,강릉 꿈의궁전,강원 강릉시 사천면 방동리 415-3,https://www.goodchoice.kr/product/detail?ano=50425
50426,강릉 파인시티호텔,강원 강릉시 옥천동 211,https://www.goodchoice.kr/product/detail?ano=50426
50427,정동진 해안선모텔,강원 강릉시 강동면 안인진리 13-13,https://www.goodchoice.kr/product/detail?ano=50427
50428,경포대 드림모텔,강원 강릉시 강문동 294-1,https://www.goodchoice.kr/product/detail?ano=50428
50431,통영 에이스호텔,경남 통영시 동호동 339-1,https://www.goodchoice.kr/product/detail?ano=50431
50433,소래포구 폴로호텔,인천 남동구 논현동 677-3,https://www.goodchoice.kr/product/detail?ano=50433
50434,구미 호텔더스테이,경북 구미시 형곡동 145-34,https://www.goodchoice.kr/product/detail?ano=50434
