roomID,room_name,location,link
50250,강릉 힐링연펜션A동,강원 강릉시 연곡면 영진리 141,https://www.goodchoice.kr/product/detail?ano=50250
50251,춘천 수하늘 펜션,강원 춘천시 남면 가정리 750-1,https://www.goodchoice.kr/product/detail?ano=50251
50253,하바나 리조트,제주특별자치도 제주시 구좌읍 하도리 2999-1,https://www.goodchoice.kr/product/detail?ano=50253
50255,신갈 엘레강스,경기 용인시 기흥구 신갈동 52-7,https://www.goodchoice.kr/product/detail?ano=50255
50256,맑은물펜션,경기 포천시 영북면 산정리 413,https://www.goodchoice.kr/product/detail?ano=50256
50257,전망좋은집펜션,강원 속초시 대포동 517-6,https://www.goodchoice.kr/product/detail?ano=50257
50258,태백 썬,강원 태백시 황지동 264-32,https://www.goodchoice.kr/product/detail?ano=50258
50259,토끼네펜션,제주특별자치도 제주시 조천읍 함덕리 288-31,https://www.goodchoice.kr/product/detail?ano=50259
50261,안양 루,경기 안양시 만안구 안양동 16-1,https://www.goodchoice.kr/product/detail?ano=50261
50263,신천 NU,서울 송파구 잠실동 179-1,https://www.goodchoice.kr/product/detail?ano=50263
50264,동두천 빅토리아모텔,경기 동두천시 생연동 823-156,https://www.goodchoice.kr/product/detail?ano=50264
50267,양양 해오름 펜션,강원 양양군 현남면 남애리 180-13,https://www.goodchoice.kr/product/detail?ano=50267
50269,제주 성산 일해펜션,제주특별자치도 서귀포시 성산읍 신산리 64-9,https://www.goodchoice.kr/product/detail?ano=50269
50272,성지도예 나무랑펜션,제주특별자치도 서귀포시 표선면 성읍리 2888-1,https://www.goodchoice.kr/product/detail?ano=50272
50277,더달달애펜션,강원 춘천시 남산면 서천리 653-7,https://www.goodchoice.kr/product/detail?ano=50277
50278,영흥도해송펜션,인천 옹진군 영흥면 내리 1665-16,https://www.goodchoice.kr/product/detail?ano=50278
50280,안면도 데미안제트스파펜션,충남 태안군 안면읍 창기리 1356,https://www.goodchoice.kr/product/detail?ano=50280
50283,바닷가에서 펜션,인천 옹진군 영흥면 선재리 390-32,https://www.goodchoice.kr/product/detail?ano=50283
50285,공주 구수동펜션,충남 공주시 유구읍 구계리 152-1,https://www.goodchoice.kr/product/detail?ano=50285
50286,강릉 해피몽펜션,강원 강릉시 성산면 보광리 881-2,https://www.goodchoice.kr/product/detail?ano=50286
50288,서구 짝,광주 서구 양동 80-4,https://www.goodchoice.kr/product/detail?ano=50288
50289,로그맨하우스펜션,제주특별자치도 제주시 애월읍 소길리 975,https://www.goodchoice.kr/product/detail?ano=50289
50291,강화도 펜션썸,인천 강화군 화도면 여차리 344-12,https://www.goodchoice.kr/product/detail?ano=50291
50293,전주 한옥마을 사랑루,전라북도 전주시 완산구 교동 179-1  　,https://www.goodchoice.kr/product/detail?ano=50293
50298,경주 호텔801,경북 경주시 동천동 801-1,https://www.goodchoice.kr/product/detail?ano=50298
50299,강릉 그레이호텔,강원 강릉시 교동 1871-3,https://www.goodchoice.kr/product/detail?ano=50299
50307,강릉 에이스,강원 강릉시 교동 124-35,https://www.goodchoice.kr/product/detail?ano=50307
50309,강릉 아모르,강원 강릉시 교동 156-24,https://www.goodchoice.kr/product/detail?ano=50309
50310,평창 CF,강원 평창군 용평면 속사리 444-11,https://www.goodchoice.kr/product/detail?ano=50310
50312,거제퀸크루즈리조텔,경남 거제시 동부면 학동리 260,https://www.goodchoice.kr/product/detail?ano=50312
50313,전주 한옥마을 취락당,전라북도 전주시 완산구 풍남동2가 32-11  　,https://www.goodchoice.kr/product/detail?ano=50313
50318,광양풀하우스펜션,전남 광양시 옥룡면 동곡리 664,https://www.goodchoice.kr/product/detail?ano=50318
50319,수풀림펜션,인천 강화군 강화읍 국화리 279,https://www.goodchoice.kr/product/detail?ano=50319
50321,아침정원 펜션,경기 양평군 지평면 일신리 814,https://www.goodchoice.kr/product/detail?ano=50321
50322,예그리나 펜션,경기 안산시 단원구 대부남동 21-20,https://www.goodchoice.kr/product/detail?ano=50322
50326,분당 호텔루비,경기 성남시 분당구 구미동 185-5,https://www.goodchoice.kr/product/detail?ano=50326
50332,퀴리날레펜션,강원 원주시 소초면 흥양리 321-1,https://www.goodchoice.kr/product/detail?ano=50332
50333,미디호텔 영도점,부산 영도구 대교동1가 40,https://www.goodchoice.kr/product/detail?ano=50333
50337,베르데펜션,경남 거제시 일운면 망치리 457,https://www.goodchoice.kr/product/detail?ano=50337
50339,영광 CC 무인텔,전남 영광군 백수읍 구수리 466-7,https://www.goodchoice.kr/product/detail?ano=50339
50341,B612,경기 양평군 서종면 수능리 160-1,https://www.goodchoice.kr/product/detail?ano=50341
50344,양양 플로라펜션,강원 양양군 현남면 남애리 2-53,https://www.goodchoice.kr/product/detail?ano=50344
